system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2017_12_01,3.6156971195463643,72.60001073168421,3.5253332401850366,0.3597600982097437,0.3211289526959725,50.23242579663908,0.0,2017-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_02,3.142070056031877,99.7,3.231427667374834,0.5465049396258607,0.30671260416329277,158.92277487516827,0.0,2017-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_03,3.375507236754299,143.0,3.0031878536471295,0.7706140181047131,0.18810933632179316,122.55393618400332,0.0,2017-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_04,3.0244079851400842,122.19981987530811,2.8549619718096584,0.3285321940799515,0.09310012268187659,62.22368959300254,0.0,2017-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_05,2.8471891254742543,85.9,3.3994228823062955,0.47794087009223746,0.4878710888303058,53.665922283728236,0.0,2017-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_06,4.709415786721263,59.781694700668474,3.8649862248524673,0.4694256474668992,0.3157766144077385,53.76789612487236,0.0,2017-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_07,4.133389418886839,41.6,3.3069159014567653,0.47650746831521895,0.25239537696084946,53.08406403989607,0.0,2017-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_08,3.434474474145041,28.400000000000002,3.0336998920862746,0.3932171759599864,0.15163574181923406,54.752968469325424,0.0,2017-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_09,7.87178374112076,19.1,3.363903520254726,1.288733307512253,0.5298605630097343,728.9842587362392,0.0,2017-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_10,8.785042077881258,12.4,3.5835211942077305,2.072772793288641,1.000286225000912,338.93350457245543,0.0,2017-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_11,4.991166687697158,7.5,3.3682382176795214,2.848151657730787,1.1748138801261834,486.7137409782605,0.0,2017-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_12,3.9591241233901977,4.5,3.436164437503789,1.42426479159399,0.2795342450009211,63.66571307409088,0.0,2017-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_13,3.6907931686643116,0.5,3.673634050427965,0.41193994069774814,0.0,60.13283368031464,0.0,2017-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_14,3.32106955749592,0.5,3.421953348009914,0.4611676630581143,0.0,71.00608270049021,0.0,2017-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_15,4.513226090463944,0.5,4.151716403658363,0.4434137431759048,0.0,64.16820192172604,0.0,2017-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_16,2.7935591149721746,0.5,3.6419394448084335,1.4436340788677957,0.1530473734220171,517.4353502978482,0.0,2017-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_17,3.887777130785869,0.5,3.8822934187310083,0.08233675142766524,0.0,51.35854482914719,0.0,2017-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_18,3.671992735586657,0.5,3.6585420909808106,0.08431962253126013,0.0,53.21288438756898,0.0,2017-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_19,3.3379615936848714,0.5,3.306757548488882,0.07264597168406506,0.0,51.32905931463623,0.0,2017-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_20,3.580217377037299,0.5,3.7428188752435,0.05812938864977901,0.0,59.448250850909076,0.0,2017-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_21,4.266338189777788,0.5,4.039644723154556,0.07456243708823312,0.0,61.00352979198304,0.0,2017-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_22,4.118158674143469,0.5,4.090149489054768,0.027215795260328787,0.0,50.51111424108717,0.0,2017-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_23,,0.5,3.8412304106209265,1.030978504032887,,746.006902818835,0.0,2017-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_24,,0.5,3.840533376438555,2.0288270289861483,,652.4662830134772,0.0,2017-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_25,10.839714900484141,0.5,3.8062964227853042,3.0165696221910787,1.4633136094674568,625.2917710434541,0.0,2017-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_26,3.7441131165502215,0.5,3.8762581601837507,0.17555345001823097,0.0,57.179042305740076,0.0,2017-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_27,4.494409364067404,0.5,4.48737284810573,0.023424250082949176,0.0,49.8870495461873,0.0,2017-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2017_12_28,3.530994879086317,0.5,3.466973289122474,0.041667824129608975,0.0,51.934131519778404,0.0,2017-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
